common_name,scientific_name,country,habitat
,Peperomia inaequalifolia,Colombia,forest
,Peperomia inaequalifolia,Peru,forest
,Peperomia inaequilatera,Peru,
,Peperomia incana,Brazil,
,Peperomia induratifolia,Peru,
,Peperomia itayana,Peru,
,Peperomia japonica,China,
,Peperomia japonica,Japan,
,Peperomia japonica,Taiwan,
,Peperomia juniniana,Peru,
,Peperomia kimnachii,Bolivia,
,Peperomia lanosa,Peru,
,Peperomia macbrideana,Peru,
,Peperomia macrorhiza,Peru,
spotted peperomia,Peperomia maculosa,Mexico,
spoonleaf peperomia,Peperomia magnoliifolia,Mexico,
spoonleaf peperomia,Peperomia magnoliifolia,United States,
,Peperomia majalis,Peru,
,Peperomia maransara,Peru,
,Peperomia marmorata,Brazil,
,Peperomia megalepis,Peru,
,Peperomia metallica,Peru,
,Peperomia micromamillata,Peru,
,Peperomia mishuyacana,Peru,
,Peperomia monticola,Mexico,
,Peperomia multiformis,Peru,
,Peperomia naevifolia,Peru,
,Peperomia naviculifolia,Peru,
,Peperomia nigricans,Peru,
,Peperomia nigrooculata,Peru,
,Peperomia nitida,Argentina,
,Peperomia nitida,Brazil,
,Peperomia nivalis,Peru,
,Peperomia non-alata,Peru,
,Peperomia obcordatifolia,Peru,
,Peperomia obex,Peru,
,Peperomia obruenda,Peru,
baby rubberplant,Peperomia obtusifolia,Mexico,
baby rubberplant,Peperomia obtusifolia,United States,
,Peperomia ollantaitambona,Peru,
,Peperomia pachiteana,Peru,
,Peperomia pampalcana,Peru,
,Peperomia parva,Peru,
,Peperomia parvipunctulata,Peru,
,Peperomia pearcei,Peru,
,Peperomia percalvescens,Peru,
,Peperomia perciliata,Colombia,
,Peperomia pereneana,Peru,
,Peperomia pertomentella,Peru,
,Peperomia pilifera,Peru,
,Peperomia pichisensis,Peru,
,Peperomia pillahuatana,Peru,
,Peperomia pinedoana,Peru,
,Peperomia playapampana,Peru,
,Peperomia plicatifolia,Peru,
,Peperomia pleiomorpha,Peru,
,Peperomia plurispica,Peru,
,Peperomia polybotrya,Colombia,
,Peperomia polybotrya,Peru,
,Peperomia polymorpha,Peru,
,Peperomia polycephala,Peru,
,Peperomia pongoana,Peru,
,Peperomia pontina,Peru,
,Peperomia praeruptorum,Peru,
,Peperomia profissa,Peru,
,Peperomia pseudosalicifolia,Peru,
,Peperomia puberuliformis,Peru,
,Peperomia puberulipes,Peru,
,Peperomia pubescentinervis,Peru,
,Peperomia pubinervosa,Peru,
,Peperomia pubiramea,Peru,
,Peperomia quadratifolia,Peru,
fourleaf peperomia,Peperomia quadrifolia,Colombia,
fourleaf peperomia,Peperomia quadrifolia,Cuba,
fourleaf peperomia,Peperomia quadrifolia,Mexico,
fourleaf peperomia,Peperomia quadrifolia,Peru,
,Peperomia rossii,Australia,
yerba linda,Peperomia rotundifolia,Brazil,forest
yerba linda,Peperomia rotundifolia,Peru,forest
vinagre,Peperomia serpens,Brazil,
vinagre,Peperomia serpens,Dominican Republic,
vinagre,Peperomia serpens,Haiti,
vinagre,Peperomia serpens,Honduras,
vinagre,Peperomia serpens,Jamaica,
vinagre,Peperomia serpens,Mexico,
vinagre,Peperomia serpens,Nicaragua,
vinagre,Peperomia serpens,Panama,
vinagre,Peperomia serpens,Trinidad and Tobago,
vinagre,Peperomia serpens,United States,
Waikamoi peperomia,Peperomia subpetiolata,United States,
,Peperomia talinifolia,Bolivia,
,Peperomia talinifolia,Brazil,
,Peperomia talinifolia,Colombia,
,Peperomia talinifolia,Costa Rica,
,Peperomia talinifolia,Jamaica,
,Peperomia talinifolia,Panama,
,Peperomia talinifolia,Peru,
,Peperomia tambitoensis,Colombia,
,Peperomia tamboana,Colombia,
,Peperomia tanalensis,Madagascar,
,Peperomia tancitaroana,Mexico,
,Peperomia tarapotana,Peru,
,Peperomia tatei,Bolivia,
jayuya,Peperomia tenella,Brazil,
jayuya,Peperomia tenella,Colombia,
jayuya,Peperomia tenella,Costa Rica,
jayuya,Peperomia tenella,Cuba,
jayuya,Peperomia tenella,Dominica,
jayuya,Peperomia tenella,Dominican Republic,
jayuya,Peperomia tenella,El Salvador,
jayuya,Peperomia tenella,France,
jayuya,Peperomia tenella,Guatemala,
jayuya,Peperomia tenella,Guyana,
jayuya,Peperomia tenella,Haiti,
jayuya,Peperomia tenella,Honduras,
jayuya,Peperomia tenella,Jamaica,
jayuya,Peperomia tenella,Mexico,
jayuya,Peperomia tenella,Panama,
jayuya,Peperomia tenella,Peru,
jayuya,Peperomia tenella,Saint Vincent and the Grenadines,
jayuya,Peperomia tenella,Suriname,
jayuya,Peperomia tenella,United States,
,Peperomia tenelliformis,Costa Rica,
,Peperomia tenelliformis,Panama,
,Peperomia tenuilimba,Brazil,
,Peperomia tenuimarginata,Colombia,
,Peperomia tenuipila,Indonesia,
,Peperomia teresitensis,Peru,
,Peperomia ternata,Bolivia,
,Peperomia ternata,Colombia,
,Peperomia ternata,Costa Rica,
,Peperomia ternata,Nicaragua,
,Peperomia ternata,Panama,
,Peperomia terraegaudens,Colombia,
acorn peperomia,Peperomia tetraphylla,Australia,water; forest; coastal
acorn peperomia,Peperomia tetraphylla,New Zealand,water; forest; coastal
,Peperomia teysmannii,Indonesia,
,Peperomia thollonii,Cameroon,
,Peperomia thollonii,Gabon,
,Peperomia thollonii,Republic of the Congo,
,Peperomia ticunhuayana,Bolivia,
,Peperomia timbuchiana,Peru,
,Peperomia tomentella,Colombia,
,Peperomia trichopus,Panama,
,Peperomia trifolia,Trinidad and Tobago,
,Peperomia trollii,Peru,
,Peperomia trinervis,Colombia,
,Peperomia tubericordata,Mexico,
,Peperomia tuberosa,Mexico,
,Peperomia tuerckheimii,Costa Rica,
,Peperomia tuerckheimii,Guatemala,
,Peperomia tuerckheimii,Mexico,
,Peperomia tuerckheimii,Panama,
,Peperomia turbinata,Brazil,
,Peperomia turboensis,Colombia,
,Peperomia ubate-susanensis,Colombia,
,Peperomia umbilicata,Peru,
,Peperomia umbrosa,Peru,
,Peperomia uncatispica,Peru,
,Peperomia unduavina,Peru,
,Peperomia urbani,Cuba,
,Peperomia urbani,Haiti,
Brazilian peperomia,Peperomia urocarpa,Mexico,
,Peperomia urvilleana,Australia,forest
,Peperomia urvilleana,Fiji,forest
,Peperomia urvilleana,France,forest
,Peperomia urvilleana,New Caledonia,forest
,Peperomia urvilleana,New Zealand,forest
,Peperomia urvilleana,Samoa,forest
,Peperomia urvilleana,Vanuatu,forest
,Peperomia vallensis,Colombia,
,Peperomia valliculae,El Salvador,
,Peperomia valliculae,Guatemala,
,Peperomia valliculae,Mexico,
,Peperomia valliculae,Panama,
,Peperomia variculata,Peru,
,Peperomia variifolia,Peru,
,Peperomia variilimba,Madagascar,
,Peperomia vellarimalica,India,mountains
,Peperomia velloziana,Brazil,
,Peperomia velutina,Colombia,
,Peperomia venabulifolia,Costa Rica,
,Peperomia venabulifolia,Panama,
,Peperomia venezueliana,Colombia,
,Peperomia venosa,Colombia,
,Peperomia ventricosicarpa,Peru,
,Peperomia verediana,Peru,
,Peperomia verruculosa,Peru,
,Peperomia verschaffeltii,Peru,
,Peperomia versicolor,Belize,
,Peperomia versicolor,Colombia,
,Peperomia versicolor,Costa Rica,
,Peperomia versicolor,Honduras,
,Peperomia versicolor,Nicaragua,
,Peperomia vidaliana,Peru,
,Peperomia villicaulis,Peru,
,Peperomia villipetiola,Peru,
,Peperomia vinasiana,Costa Rica,
,Peperomia violacea,Colombia,
,Peperomia viracochana,Panama,
,Peperomia viracochana,Peru,
,Peperomia vueltasana,Costa Rica,
,Peperomia vueltasana,Nicaragua,
,Peperomia vueltasana,Panama,
,Peperomia vulcanica,Equatorial Guinea,
,Peperomia vulcanica,Liberia,
,Peperomia vulcanica,São Tomé and Príncipe,
,Peperomia weberbaueri,Peru,
Wheeler's peperomia,Peperomia wheeleri,United States,forest
,Peperomia williamsii,Bolivia,
,Peperomia wolfgang-krahnii,Peru,
,Peperomia woytkowskii,Peru,
,Peperomia xalana,Mexico,
viper peperomia,Peperomia yabucoana,United States,
,Peperomia yanacachiana,Bolivia,
,Peperomia yapasana,Peru,
,Peperomia yeracuiana,Colombia,
,Peperomia yungasana,Bolivia,
,Peperomia zarzalana,Colombia,
,Peperomia zipaquirana,Colombia,
,Peperomia zongolicana,Mexico,
,Peplidium foecundum,Australia,
,Pera aperta,Panama,
,Peraxilla colensoi,New Zealand,
,Peraxilla tetrapetala,New Zealand,mountains
,Perebea rubra,Brazil,
,Perebea rubra,Colombia,
,Perebea rubra,France,
,Perebea rubra,Peru,
,Perebea rubra,Suriname,
,Perebea glabrifolia,Brazil,
,Perebea glabrifolia,Peru,
,Pereskia bahiensis,Brazil,
rose cactus,Pereskia grandifolia,Brazil,
,Pereskia nemorosa,Argentina,
,Pereskia nemorosa,Brazil,
,Pereskia nemorosa,Paraguay,
,Pereskia nemorosa,Uruguay,
,Pereskia sacharosa,Argentina,
,Pereskia sacharosa,Bolivia,
,Pereskia sacharosa,Brazil,
,Pereskia sacharosa,Paraguay,
,Pereskia stenantha,Brazil,
,Pereskiopsis diguetii,Bolivia,
,Pereskiopsis diguetii,Mexico,
,Perezia magellanica,Argentina,
,Perezia magellanica,Chile,
pergularia,Pergularia daemia,Myanmar,
,Pericallis appendiculata,Spain,
,Pericallis cruenta,Spain,forest
,Pericallis echinata,Spain,
,Pericallis lanata,Spain,
common ragwort,Pericallis hybrida,Spain,
,Pericalymma crassipes,Australia,water
,Pericalymma ellipticum,Australia,water
,Pericalymma megaphyllum,Australia,
,Pericalymma spongiocaule,Australia,
mountain tail-leaf,Pericome caudata,United States,mountains
Nedun tree,Pericopsis mooniana,Sri Lanka,
eastern yampah,Perideridia americana,United States,grasslands; forest
Mother Lode yampah,Perideridia bacigalupii,United States,forest; shrubland
California yampah,Perideridia californica,United States,water
western yampah,Perideridia erythrorhiza,United States,grasslands; mountains; forest
Gardner's yampah,Perideridia gairdneri,Canada,
Gardner's yampah,Perideridia gairdneri,United States,
Howell's yampah,Perideridia howellii,United States,mountains; water
Kellogg's yampah,Perideridia kelloggii,United States,grasslands
Lemmon's yampah,Perideridia lemmonii,United States,grasslands; mountains; forest
Oregon yampah,Perideridia oregana,United States,forest
Parish's yampah,Perideridia parishii,United States,mountains; forest
perilla,Perilla frutescens,China,mountains
buff quandong,Peripentadenia mearsii,Australia,forest
,Peripentadenia phelpsii,Australia,
,Periploca laevigata,Cape Verde,
,Peristeria cerina,Brazil,
,Peristeria cerina,Trinidad and Tobago,
Dove orchid,Peristeria elata,Panama,
,Peristeria pendula,Trinidad and Tobago,
Yellow ogre orchid,Peristylus banfieldii,Australia,
,Peristylus biermannianus,Nepal,
Green ogre orchid,Peristylus chlorandrellus,Australia,
,Peristylus constrictus,China,
,Peristylus constrictus,India,
Hawaii bog orchid,Peristylus holochila,United States,mountains; water; forest
White ogre orchid,Peristylus maingayi,Australia,
,Peritassa killipii,Peru,
Emory's rockdaisy,Perityle emoryi,Chile,desert; coastal
Emory's rockdaisy,Perityle emoryi,Mexico,desert; coastal
Emory's rockdaisy,Perityle emoryi,United States,desert; coastal
,Perrierodendron capuronii,Madagascar,
,Perrierodendron occidentale,Madagascar,
,Perrierodendron quartzitorum,Madagascar,
,Perrierodendron rodoense,Madagascar,water
,Perrottetia alpestris subsp. philippinensis,Philippines,
,Perrottetia excelsa,Panama,
,Perrottetia multiflora,Colombia,
,Perrottetia multiflora,Costa Rica,
,Perrottetia multiflora,Panama,
,Perrottetia multiflora,Peru,
,Persea brenesii,Costa Rica,
,Persea brevipetiolata,Mexico,forest
,Persea caerulea,Bolivia,
,Persea caerulea,Colombia,
,Persea caerulea,Costa Rica,
,Persea caerulea,El Salvador,
,Persea caerulea,Honduras,
,Persea caerulea,Nicaragua,
,Persea caerulea,Panama,
,Persea caerulea,Peru,
,Persea glabra,Brazil,
,Persea julianae,Suriname,
,Persea liebmannii,Belize,
,Persea liebmannii,Guatemala,
,Persea liebmannii,Mexico,
,Persea lingue,Argentina,
,Persea lingue,Chile,
,Persea obtusifolia,Costa Rica,
,Persea obtusifolia,Panama,
,Persea ruizii,Bolivia,
,Persea ruizii,Peru,
coyo,Persea schiedeana,Belize,mountains; forest
coyo,Persea schiedeana,Colombia,mountains; forest
coyo,Persea schiedeana,Costa Rica,mountains; forest
coyo,Persea schiedeana,El Salvador,mountains; forest
coyo,Persea schiedeana,Guatemala,mountains; forest
coyo,Persea schiedeana,Honduras,mountains; forest
coyo,Persea schiedeana,Mexico,mountains; forest
coyo,Persea schiedeana,Panama,mountains; forest
,Persea willdenovii,Brazil,
Amphibious Bistort,Persicaria amphibia,United States,
Smart Weed,Persicaria attenuata,Australia,water
,Persicaria barbata,China,
,Persicaria barbata,Iran,
,Persicaria barbata,Saudi Arabia,
,Persicaria barbata,Taiwan,
,Persicaria barbata,Yemen,
two-horned smartweed,Persicaria bicornis,United States,
,Persicaria chinensis,China,
,Persicaria decipiens,Australia,
,Persicaria dichotoma,Australia,
,Persicaria elatior,Australia,
,Persicaria filiformis,Japan,
,Persicaria filiformis,Myanmar,
,Persicaria filiformis,Philippines,
,Persicaria filiformis,Vietnam,
water pepper,Persicaria hydropiper,Australia,water
curlytop knotweed,Persicaria lapathifolia,Australia,
,Persicaria microcephala,China,
,Persicaria nepalensis,Madagascar,
,Persicaria odorata,Cambodia,
,Persicaria odorata,China,
,Persicaria odorata,Japan,
,Persicaria odorata,Laos,
,Persicaria odorata,Malaysia,
,Persicaria odorata,Myanmar,
,Persicaria odorata,Taiwan,
,Persicaria odorata,Thailand,
,Persicaria odorata,Vietnam,
,Persicaria orientalis,Australia,
,Persicaria pensylvanica,United States,
,Persicaria posumbu,Bangladesh,
,Persicaria posumbu,Japan,
,Persicaria prostrata,Australia,
,Persicaria prostrata,New Zealand,
,Persicaria runcinata,China,
,Persicaria senegalensis,Malta,
,Persoonia acerosa,Australia,
,Persoonia acicularis,Australia,
,Persoonia acuminata,Australia,forest
,Persoonia adenantha,Australia,
,Persoonia amaliae,Australia,
,Persoonia angustiflora,Australia,
,Persoonia arborea,Australia,
,Persoonia asperula,Australia,mountains
,Persoonia baeckeoides,Australia,
,Persoonia bargoensis,Australia,
,Persoonia biglandulosa,Australia,
,Persoonia bowgada,Australia,
,Persoonia brachystylis,Australia,
,Persoonia brevifolia,Australia,
,Persoonia brevirhachis,Australia,
,Persoonia chamaepeuce,Australia,shrubland
,Persoonia chamaepitys,Australia,mountains
,Persoonia chapmaniana,Australia,
,Persoonia comata,Australia,
,Persoonia confertiflora,Australia,
,Persoonia conjuncta,Australia,
,Persoonia cordifolia,Australia,
,Persoonia cornifolia,Australia,
,Persoonia curvifolia,Australia,
,Persoonia cuspidifera,Australia,
,Persoonia cymbifolia,Australia,
,Persoonia daphnoides,Australia,
,Persoonia dillwynioides,Australia,
,Persoonia elliptica,Australia,forest
,Persoonia falcata,Australia,
,Persoonia fastigiata,Australia,
,Persoonia filiformis,Australia,
,Persoonia flexifolia,Australia,
,Persoonia glaucescens,Australia,
,Persoonia graminea,Australia,
,Persoonia gunnii,Australia,
,Persoonia hakeaeformis,Australia,
,Persoonia helix,Australia,
,Persoonia hexagona,Australia,
,Persoonia hindii,Australia,
,Persoonia hirsuta,Australia,
,Persoonia inconspicua,Australia,
,Persoonia iogyna,Australia,
,Persoonia isophylla,Australia,
,Persoonia juniperina,Australia,
,Persoonia kararae,Australia,
,Persoonia katerae,Australia,
,Persoonia lanceolata,Australia,water; forest
,Persoonia laurina,Australia,forest
,Persoonia laxa,Australia,
,Persoonia leucopogon,Australia,
,Persoonia levis,Australia,forest
,Persoonia linearis,Australia,forest
,Persoonia manotricha,Australia,
,Persoonia marginata,Australia,
,Persoonia media,Australia,
,Persoonia microphylla,Australia,
,Persoonia mollis,Australia,
,Persoonia moscalii,Australia,
,Persoonia muelleri,Australia,forest
,Persoonia myrtilloides,Australia,
,Persoonia nutans,Australia,
,Persoonia oblongata,Australia,mountains
,Persoonia oleoides,Australia,
,Persoonia oxycoccoides,Australia,
,Persoonia papillosa,Australia,
,Persoonia pauciflora,Australia,
,Persoonia pentasticha,Australia,
,Persoonia pertinax,Australia,
,Persoonia pinifolia,Australia,
,Persoonia procumbens,Australia,
,Persoonia prostrata,Australia,
,Persoonia pungens,Australia,
,Persoonia quinquenervis,Australia,
,Persoonia recedens,Australia,
,Persoonia rigida,Australia,
,Persoonia rudis,Australia,
,Persoonia rufa,Australia,
,Persoonia rufiflora,Australia,
,Persoonia saccata,Australia,forest
,Persoonia saundersiana,Australia,
,Persoonia scabra,Australia,
,Persoonia sericea,Australia,
,Persoonia silvatica,Australia,forest
,Persoonia spathulata,Australia,
,Persoonia spathulifolia,New Caledonia,
,Persoonia stradbrokensis,Australia,
,Persoonia striata,Australia,
,Persoonia stricta,Australia,
,Persoonia subtilis,Australia,
,Persoonia subvelutina,Australia,
,Persoonia sulcata,Australia,forest
,Persoonia tenuifolia,Australia,
,Pycnonia teretifolia,Australia,
,Persoonia terminalis,Australia,forest
,Persoonia trinervis,Australia,
,Persoonia tropica,Australia,
,Persoonia virgata,Australia,coastal
,Persoonia volcanica,Australia,
,Petalidium coccineum,South Africa,grasslands
narrowleaf sandpaper plant,Petalonyx linearis,Mexico,desert; shrubland
narrowleaf sandpaper plant,Petalonyx linearis,United States,desert; shrubland
shinyleaf sandpaper plant,Petalonyx nitidus,United States,desert; mountains; forest; shrubland
Thurber's sandpaper plant,Petalonyx thurberi,United States,desert; shrubland
,Petalophyllum preissii,New Zealand,
,Petalostigma pubescens,Australia,forest
